Country,United Arab Emirates,Afghanistan,Antigua and Barbuda,Albania,Armenia,Curacao,Angola,Argentina,Austria,Australia,Azerbaijan,Bosnia/Herzegovina,Barbados,Bangladesh,Belgium,Burkina Faso,Bulgaria,Bahrain,Burundi,Benin,Brunei Darussalam,Bolivia,Brazil,Bahamas,Bhutan,Botswana,Belarus,Belize,Canada,"Congo, Dem. Rep.",Central African Republic,"Congo, Rep.",Switzerland,Ivory Coast,Chile,Cameroon,China,Colombia,Costa Rica,Cape Verde,Cyprus,Czech Republic,Germany,Djibouti,Denmark,Dominica,Dominican Republic,Algeria,Euro area?,Ecuador,Estonia,Egypt,Eritrea?,Spain,Ethiopia,Finland,Fiji,France,Gabon,United Kingdom,Grenada,Georgia,Ghana,Gambia,Guinea,Equatorial Guinea,Greece,Guatemala,Guinea Bissau,Guyana,"Hong Kong, China",Honduras,Croatia,Haiti,Hungary,Indonesia,Ireland,Israel,India,Iraq,Iran,Iceland,Italy,Jamaica,Jordan,Japan,Kenya,Kyrgyzstan,Cambodia,Comoros,Saint Kitts and Nevis,Korea South,Kuwait,Kazakhstan,Lao,Lebanon,Saint Lucia,Sri Lanka,Liberia,Lesotho,Lithuania,Luxembourg,Latvia,Libya,Morocco,Moldova,Madagascar,North Macedonia,Mali,Mongolia,Mauritania,Malta,Mauritius,Maldives,Malawi,Mexico,Malaysia,Mozambique,Namibia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,New Zealand,Oman,Panama,Peru,Papua New Guinea,Philippines,Pakistan,Poland,Portugal,Paraguay,Qatar,Romania,Russia,Rwanda,Saudi Arabia,Solomon Islands,Seychelles,Sudan,Sweden,Singapore,Slovenia,Slovakia,Sierra Leone,Senegal,Serbia,Suriname,Sao Tome and Principe,El Salvador,Syrian Arab Republic,Eswatini,Chad,Togo,Thailand,Tajikistan,Turkmenistan,Tunisia,Tonga,Turkey,Trinidad and Tobago,Taiwan,"Tanzania, United Republic of",Ukraine,Uganda,United States,Uruguay,Uzbekistan,Saint Vincent and the Grenadines,Venezuela,Vietnam,Vanuatu?,Western Samoa,Yemen,South Africa,Zambia
2008,104.82,119.62,98.17,101.08,111.22,99.74,108.12,99.4,101.7,98.27,115.46,105.78,102.31,104.04,103.92,108.87,109.93,97.34,104.68,105.93,102.16,115.36,105.03,100.09,95.34,103.27,106.87,100.51,98.22,100.69,107.93,105.72,105.08,100.49,101.93,104.03,108.48,106.08,105.27,105.03,103.82,116.46,102.18,101.4,103.11,98.71,100.08,103.84,105.59,100.73,109.15,107.93,114.76,103.08,125.5,103.72,102.97,102.47,104.18,87.62,101.64,113.46,97.11,109.19,99.97,105.91,103.35,106.83,109.79,101.04,98.48,105.45,105.46,100.34,104.25,96.34,104.6,112.48,96.9,98.9,115.42,76.57,102.63,109.7,104.92,110.07,105.86,117.99,117.89,105.74,99.74,81.48,104.81,110.74,108.97,102.22,99.61,105.99,108.64,90.22,110.09,102.75,114.02,106.08,101.69,121.96,111.53,106.8,108.9,121.68,108.08,103.81,113.43,104.71,105.15,98.42,101.21,118.81,92.03,110.4,111.62,106.77,101.76,100.93,95.68,93.17,105.16,100.78,105.95,113.84,105.18,90.88,110.57,101.42,118.35,108.27,96.16,109.01,106.41,99.49,107.95,91.29,103.06,98.49,106.43,103.76,110.31,102.14,105.22,108.47,106.82,113.29,100.71,115.89,95.96,107.93,107.02,101.19,112.35,77.69,99.94,105.79,102.54,106.86,100.55,108.71,111.19,104.92,97.31,112.91,103.32,102.37,123.22,113.16,97.3,99.91,110.58,88.72,117.93
2009,109.75,114.11,101.33,95.38,100.69,104.25,122.65,92.69,101.37,95.81,124.27,104.68,109.79,114.09,103.54,107.93,112.4,103.54,115.61,105.47,104.54,127.31,105.13,104.88,92.43,106.53,96.59,102.53,93.47,105.99,110.95,108.59,108.91,99.8,100.31,105.78,111.48,103.56,107.09,106.34,103.88,110.73,101.57,111.29,104.83,102.79,99.97,102.27,105.01,109.63,109.75,128.11,161.32,102.59,115.12,105.41,90.51,102.02,105.16,78.7,103.54,108.3,86.5,99.38,104.33,109.84,104.19,103.7,106.42,107.21,103.2,113.66,105.3,103.05,96.8,96.2,102.68,109.63,101.4,102.38,128.26,63.95,102.74,101.57,106.77,125.27,108.34,111.68,118.07,108.77,104.15,72.96,105.2,100.8,116.61,107.64,102.18,106.89,112.83,96.41,114.97,102.49,118.03,111.75,105.09,119.32,109.96,105.39,110.8,108.74,103.89,104.36,107.6,111.94,114.68,86.46,98.13,109.81,101.01,109.45,104.64,108,102.5,98.05,98.97,87.29,111.8,104.3,109.34,123.49,103.49,97.04,93.34,100.45,111.01,106.65,88.22,99.35,116.6,106.69,114.6,86.14,107.59,90.62,106.58,104.1,115.09,102.41,101.47,101.38,108.74,126.47,104.02,124.45,100.46,116.81,109.99,98.75,102.96,77.65,99.02,111.91,95.82,117.04,96.36,113.2,91.01,103.15,102.11,118.59,109.56,106.86,160.18,118.81,96.6,114.86,117.16,96.83,101.04
2010,106.04,119.17,104.26,90.44,104.01,103.74,119.84,94.31,98.6,110.85,126.25,101.69,112.2,116.62,100.32,101.4,110.07,102.05,120.43,100.43,106.22,125.13,121.63,103.57,92.03,105.87,96.43,99.78,103.04,115.36,106.75,100.55,114.18,95.36,107.77,101.15,111.38,116.67,119.64,104.48,99.66,113.13,96.49,110.06,100.73,101.1,100.24,103.11,96.38,108.16,106.72,138.46,174.07,99.56,98.54,100.41,86.54,98.39,101.61,79.94,103.85,105.49,88.12,97.01,98.8,108.62,103.23,105.09,98.45,108.3,101.29,115.47,102.95,106.11,99.38,110.38,94.73,115.76,115.07,103.6,135,66.84,98.79,111.66,107.89,127,105.72,107.8,116.9,103.73,102.02,79.68,106.26,104.98,120.23,110.14,102.21,111.16,111.33,112.11,110.77,101.11,110.4,112.04,101.13,114.33,110.77,101.14,105.03,122.44,102.09,99.47,111.91,115.69,106.53,93.93,104.19,91.66,113.48,103.15,114.45,104.1,97.67,102.6,107.91,96.74,111.19,102.43,113.69,121.16,108.58,99.06,99.66,97.59,117.69,100.64,90.07,108.67,113.17,106.5,106.64,91.61,116.1,97.19,111.03,101.94,111.59,92.09,96.25,93.06,112.7,125.14,101.67,126.45,108.71,108.29,102.27,105.44,100.08,77.64,98.26,112.34,106.83,124.36,97.22,107,95.27,95.58,97.43,137.59,108.6,105.14,163.83,113.85,102.31,113.48,114.91,114.06,105.75
2011,98.63,121.73,100.9,89.55,104.11,100.28,123.56,91.53,99.3,119.54,129.29,103.12,115.58,111.01,101.11,101.2,111.38,94.7,119.64,100.47,106.37,130.77,128.06,100.55,90.53,106.93,82.23,95.84,105.43,121.15,105.3,99.95,125.11,97.55,109.93,101.72,114.52,116.74,123.43,106.26,100.3,115.44,96.25,107.53,100.17,95.18,100.95,102.64,96.49,106.01,108.46,135.86,170.76,100.15,104.07,100.82,90.21,98.06,100.71,80.6,101.27,114.25,83.39,89.92,95.67,112.74,103.68,109.13,100.79,106.08,99.04,117.01,100.44,103.94,99.23,111.62,93.67,117.4,114.88,100.93,146.73,67.99,99.14,115.37,104.77,130.34,100.06,116.32,119.33,103.97,102.47,80.57,107.36,106,123.33,107.26,99.15,113.39,110.18,113.19,112.41,102.18,112.72,124.85,98.46,121.09,116.89,102.9,105.54,134.29,98.27,99.49,119,106.02,103.09,94.44,105.03,111.08,112.19,103.51,114.96,100.76,97.44,103.49,109.09,101.19,107.28,100.64,112.96,132.28,110.28,103.57,98,98.39,134.95,95.22,92.4,113.25,108.45,102.69,109.86,85.41,110.23,101.61,117.9,101.03,113,83.43,97.12,101.66,104.33,139.72,100.9,118.82,109.19,108.87,103.09,105.38,98.73,77.51,95.83,119.53,94.74,123.39,98.62,100.42,95.58,91.7,93.02,144.93,105.25,101.05,117.38,112.99,102.34,113.03,131.6,112.17,105.68
2012,99.72,119.15,106.56,89.15,100.45,103.03,138.29,92.24,97.62,122.63,130.57,100.45,120.14,110.48,98.8,100.49,109.15,98.48,126.15,102.08,105.73,136.88,116.58,102.84,89.2,108.21,80.29,96.68,105.07,126.27,106.31,99.22,121.16,93.93,113.59,99.26,120.74,124.04,129.19,104.54,98.08,112.03,93.08,114.6,97.77,96.61,101.28,108.47,91.22,111.1,108.03,148.03,185.44,98,126.01,98.63,92.34,95.22,98.73,84.1,102.69,117.23,76.76,88.1,107.86,108.57,99.65,112.26,97.57,108.3,103.86,118.49,98.6,105.76,97.04,108.7,89.43,112.08,111.56,110.16,171.53,67.79,97.5,118.79,111.32,130.52,117.24,118.08,123.32,105.66,102.87,81.11,110.57,110.72,130.17,117.29,102.54,106.22,118.36,105.08,110.85,100.81,109.07,132.12,96.24,126.01,117.08,101.33,106.25,143.05,100.09,96.25,120.95,112.68,81.08,91.76,105.49,121.71,109.15,98.6,128.71,102.19,95.07,103.04,104.35,105.29,111.54,106.55,122.64,157.68,116.56,107.32,96.07,96.93,133.65,98.23,86.9,115.81,114.07,106.58,120.31,83.72,112.82,100.95,124.5,99.64,112.81,91.48,94.11,94.07,108.92,146.95,102.06,124.73,109.41,110.79,100.23,106.67,102.63,81.84,94.01,123.79,99.05,133.86,100.17,117.26,97.75,104.85,96.11,150.86,107.79,105.52,141.43,122.66,101.23,120.06,146.43,106.54,109.97
2013,101.39,119.69,105.66,90.48,102.75,102.35,145.14,83.6,100.24,118.32,134.68,100.96,121.67,122.91,100.94,103.34,110.05,101.5,124.59,104.64,105.41,145.24,111.92,102.26,88.2,110.4,87.23,96.31,102.03,125.06,111.84,105.49,119.67,97.89,113.14,102.97,129.38,120.45,135.72,106.55,100.47,110.1,96.22,114.67,99.13,96.61,98.99,106.95,96.39,113.85,111.78,137.38,193.19,100.12,128.65,102.29,93.64,97.22,100.15,83.78,101.62,114.19,77.71,81.48,120.6,114.16,99.81,115.27,99.97,108.77,108.5,118.08,100.21,106.88,96.5,105.98,91.74,120.14,110.64,111,150.71,71.29,99.91,114.77,116.06,104.89,121.8,121.86,126.13,109.09,103.13,87.01,113.41,114.31,138.27,121.91,103.37,111.76,121.49,92.8,112.35,102.81,109.63,131.25,97.91,123.74,121.39,104.79,106.55,140.66,102.43,98.95,121.2,116.27,73.32,97.55,107.44,123.89,100.67,102.67,138.44,103.16,98.81,102.13,104.37,109.6,114.4,114.81,122.81,156.79,121.94,105.56,96.92,97.68,141.37,101.76,91.32,117.84,111.84,111.21,130.4,98.84,115.68,103.54,129.47,101.41,114.51,94.9,96.19,102,110.92,160.58,101.27,138.88,102.99,112.05,103.9,113.61,106.67,87.84,92.27,121.33,98.02,139.17,103.12,127.17,95.88,107.33,98.35,163.72,107.38,104.97,140.02,132.29,106.52,122.14,161.81,94.89,115.9
2014,104.56,121.53,105.98,92.6,105.8,103.22,151.92,69.8,101.29,113.49,140.58,99.95,122.48,132.51,100.82,103.31,108.25,104.11,130.99,103.41,103.04,157.24,110.89,102.47,92.22,111.03,89.44,96.88,95.88,126.03,131.48,106.67,120.66,98.34,103.94,104.9,133.93,115.62,130.84,106.29,99.45,103.6,96.63,116.27,99.64,97.47,97.26,108.43,96.36,119.01,112.45,146.67,208.4,99.53,131.51,103.59,92.97,97.35,104.31,89.65,99.3,112.19,61.22,74.3,130.45,118.21,97.8,120.67,99.18,108.11,113.03,120.6,98.88,105.73,92.16,100.1,90.85,121.24,112.27,114.34,123.45,76.35,99.76,111.84,118.86,98.74,127.32,120.52,130.42,109.63,102.7,92.61,116.97,104.71,142.89,122.98,105.71,112.92,123.09,86.3,112.41,102.91,110.32,133.69,97.86,116.35,117.57,104.3,107.34,132.16,106.25,99.11,124.83,118.22,79.16,96.77,107.31,125.07,95.3,101.7,147.74,103.91,98.58,97.28,107.92,113.53,115.88,119.03,121.58,153.29,121.47,115.23,96.8,97.03,147.81,105.95,91.41,105.59,107.67,113.65,137.87,94.74,130.72,98.25,129.89,101.16,113.83,94.23,95.12,100.4,114.71,171.16,101.68,130.92,99.51,113.26,104.08,110.48,110.55,95.44,92.2,119.32,92.32,147.11,102.99,131.23,72.48,110.81,101.36,163.89,106.96,105.08,219.04,137.24,106.73,121.42,175.9,89.21,111.35
2015,119.21,123.37,119.7,93.04,107.18,109.81,154.92,78.02,98.12,105.84,123.58,95.32,129.15,153.48,96.54,101.07,103.45,116.87,154.01,98.11,102.3,177.07,92.85,112.1,98.16,113.63,74.2,102.1,87.1,145.66,127.71,102.86,129.72,94.61,104.08,103.05,146.64,95.32,141.28,103.55,93.02,101.47,91.84,129.31,95.69,104.9,99.93,104.39,86.91,138.25,109.68,168.33,304.87,95.16,154.07,98.67,95.51,92.57,99.75,94.66,104.29,102.6,62.9,87.58,149.71,108.95,92.53,133.13,93.84,115.34,127.18,124.44,95.73,105.68,88.26,103.96,84.2,121.2,123.83,132.06,140.44,78.06,94.97,116.82,129.58,94.05,134.71,118.63,140.32,106,106.25,94.71,127.23,100.74,158.06,134.1,111.13,120.21,147.23,78.68,107.89,99.41,106.63,155.15,98.08,108.06,117.11,99.63,103.96,138.14,112.81,93.35,123.5,129.77,91.35,86.29,99.68,114.64,93.43,97.17,148.14,108.85,93.87,88.93,118.22,107.19,128.28,130.79,122.79,162.87,129.68,130.55,93.08,94.35,141.57,118.54,87.88,86.63,117.22,126.44,143.69,104.23,161.06,91.79,130.07,97.68,110.12,101.64,91.3,95.45,129.56,172.79,106.36,132.74,98.92,110.69,99.87,114.05,104.58,93.26,96.96,119.03,90.94,164.12,106.73,127.95,66.14,101.62,115.21,163.99,115.23,116.22,531.44,150.44,109.25,126.68,238.62,88.55,97.64
2016,121.52,115.14,119.22,96.3,105.19,110.86,149.79,66.47,99.29,105.55,89.06,94.01,133.02,161.66,99.01,100.83,102.29,120.39,154.8,97.52,103.12,186.18,97.78,111.12,96.94,115.82,66.77,103.45,84.75,138.1,134.02,106.56,126.65,95.39,105.61,103.79,137.98,92.22,138.77,102.11,93.39,103.38,92.64,132.98,96.38,105.94,99.17,102.5,88.55,141.48,110.69,142.71,289.85,95.55,155.87,99.52,99.31,93.4,101.83,83.91,106.61,101.67,71.11,92.8,135.18,110.66,93.38,140.89,96.9,117.22,130.61,122.37,96.04,94.1,88.25,107.18,85.3,122.32,123.9,131.82,144.3,87.06,95.37,111.68,129.89,105.41,140.24,110.05,144.9,109.26,105.66,91.66,130.69,75.13,162.73,134.19,108.86,117.04,144.24,72.43,109.23,99.83,107.09,196.87,100.03,109.16,114.88,99.57,103.01,127.52,105.18,94.52,124.82,132.03,79.68,74.62,94.76,88.16,91.33,97.38,131.54,107.07,94.63,89.01,123.97,107.13,129.29,128.99,120.31,153.02,123.86,132.08,88.9,95.51,137.89,121.94,86.05,85.2,113.3,128.89,142.56,104.3,188.21,92.16,127.75,97.76,109.74,92.74,92.4,94.86,109.94,183.12,106.77,101.63,96.57,108.57,100.8,109.03,87.58,96.54,92.15,112.16,88.91,162.66,105.17,124.33,64.87,101.89,118.65,169.81,108.93,116.36,1288.22,151.26,107.21,125.31,236.96,82.19,100.15
2017,121.33,117.9,119.34,100.22,103.54,109.76,186.21,72.38,100.79,108.88,93.46,94.09,137.25,162.17,100.71,101.84,103.19,119.5,167.13,98.39,100.76,184.53,106.96,110.11,99.75,114.22,71.06,102.51,86.11,124.81,138.65,105.7,124.29,95.16,109.11,103.72,135.35,97.13,132.35,102.14,94.91,107.8,94.04,130.33,97.05,104.17,97.42,104.38,90.76,137.4,114.1,96.98,249.69,96.88,153.61,99.98,100.87,94.08,103.75,79.97,105.91,101.42,69.94,90.92,141.26,111.04,94.85,148.79,95.27,117.2,129.5,120.78,97.86,99.53,90.28,108.86,85.78,128.16,129.69,129.24,143.77,97.98,96.27,112.13,133.48,99.92,144.68,112.85,145.87,106.98,104.35,94.51,130.2,83.07,156.47,138.46,107.72,116.48,132.7,81.42,112.61,101.22,109.51,243.36,99.43,122.2,123.6,100.49,104.17,114.15,103.22,95.62,130.15,134.26,82.04,76.34,93.29,93.4,100.92,96.83,123.99,103.6,95.52,90.14,128.64,108.66,129.34,128.26,124.44,154.22,118.05,133.84,92.06,96.24,138.74,120.13,85.35,99.34,108.54,125.94,141.34,102.13,233.11,91.92,126.23,98.3,110.25,91.31,92.49,98.51,109.29,192.36,104.98,110.26,103.67,106.8,99.83,112.58,84.08,104.29,83.92,117.7,79.88,159.34,110.89,123.18,70.08,98.62,118.32,180.97,70.28,116.08,6242.42,150.4,109.26,123.84,232.63,93.48,108.39
2018,121,109.39,115.3,107.45,101.92,108.9,138.95,55.17,102.52,104.61,95.4,95.38,137.4,159.96,102.98,103.81,106.12,117.76,150.31,99.75,100.35,187.28,95.79,108.7,97.77,113.81,67.64,99.63,85.73,138.36,140.43,107.11,120.31,95.83,110.52,104.66,136.64,97.25,129.06,103.13,95.56,112.29,96.21,125.81,97.8,101.62,93.83,99.24,94.21,133.08,118.2,113.36,204.57,98.22,146.74,101.53,102.1,96.06,108.2,81.34,103.33,100.9,69.82,89.83,151.15,113.55,95.23,146.62,96.66,114.01,127.25,120.5,99.09,102.63,89.54,102.1,86.52,124.84,122.94,123.58,146.3,95.16,97.48,112.11,134.72,99.03,149.03,111.21,144.29,108.14,100,95.62,127.07,80.24,148.85,140.19,106.68,110.13,122.43,83.47,115.41,102.56,112.31,270.43,99.27,133.54,119.82,102.3,106.31,116.76,102.6,97.59,130.45,130.56,85.82,76.64,97.35,97.87,101.1,100.05,133.5,100.84,97.02,90.43,125.57,104.47,125.89,125.51,121.49,152.26,115.09,116.12,93.04,96.76,141.75,116.02,87.43,91.08,101.33,124.8,141.43,99.65,99.93,88.04,125.39,99.3,112.22,94.02,93.11,103.26,113.43,207.64,103.19,121.21,104.99,111.4,101.28,115.77,78.56,117.46,78.06,121.23,66.84,156.32,109.74,120.98,73.29,93.98,117.09,186.16,50.73,114.07,78.21,148.32,106.76,125,200.9,94.56,101.52
2019,118.46,105.25,119.26,111.13,103.96,111.87,116.15,50.21,101.48,99.85,96.19,93.64,143.52,168.56,101.34,97.77,106.25,120.58,146.58,95.82,99.47,194.56,93.95,112.5,97.18,115.25,71.26,99.59,84.72,146.68,140.17,103.4,121.82,93.83,104.93,104.21,135.52,91.22,129.42,102.5,93.22,112.84,94.51,132.28,96.06,103.96,91.82,101.6,90.99,135.93,118.74,139.94,212.95,96.56,163.16,100.06,102.74,94.63,107.45,81.02,103.9,96.13,67.28,94.27,166.32,110.04,93.07,148.75,93.19,116.74,132.27,122.09,97.48,92.16,88.51,106.49,84.27,128.14,126.67,124.92,196.92,88.77,95.26,112.56,136.83,101.71,158.38,110.52,146.81,109.02,99.62,90.62,129.12,76.41,147.77,146.96,107.48,105.23,123.82,79.97,115.59,101.89,112.81,263.61,99.88,137.14,119.02,100.43,100.19,116.53,104.24,95.5,127.8,132.64,94.56,78.77,95.68,100.2,98.95,94.6,151.41,101.28,96.92,88.01,127.54,103.06,127.22,125.85,123.91,157.11,120.13,101.89,92.43,95.03,137.39,116.89,87.07,94.04,100.78,123.43,142.12,102.03,80.38,84.39,125.19,98.78,112.93,97.66,91.31,103.12,119.52,218.12,103.11,,101.87,106.52,98.79,121.97,81.79,123.23,77.53,124.98,67.09,157.92,107.87,125.81,84.6,97.2,120.33,181.81,53.65,117.86,60.26,151.73,106.22,127.72,211.78,91.85,92.52
2020,111.97,109.92,118.69,113.08,99.95,113.39,88.5,48.46,102.82,98.7,95.56,92.92,146.24,174.95,101.91,99.5,108.08,116.35,149.14,99.15,99.95,197.22,73.91,111.36,94.34,116.59,63.49,99.15,83.56,143.78,141.4,105.78,125.93,96.48,95.49,107.13,137.16,82.65,129.94,103.53,92.41,112.87,95.09,132.79,96.8,101.72,85.58,96.78,91.91,136.4,117.98,154.98,220.85,96.44,161.38,100.74,99.55,95.35,109.04,80.83,102.09,90.88,68.33,95.77,172.79,116.09,92.01,152.4,95.46,116.95,132.3,124.85,95.89,106.73,84.76,104.24,84.19,130.31,126.16,120.69,265.37,81.73,95.25,109.88,134.37,102.81,158.28,102.8,148.43,112.35,98.11,88.76,128.69,73.69,148.88,266.6,104.54,104.78,139.72,72.84,117.03,101.84,112.97,265.24,100.08,142.57,117.03,101.74,101.26,113.35,104.09,96.86,116.9,128.62,104.55,72.18,92.23,95.88,90.92,97.63,144.92,100.46,98.25,81.85,127.46,102.23,123.96,123.06,120.43,160.64,126.95,103.44,92.41,95.08,128.4,112.04,87.88,85.5,102.49,125.36,144.86,81.8,176.03,86.17,122.27,98.61,115.09,100.14,93.91,105.32,127.68,240.8,101.81,,96.76,111.48,100.94,118.53,79.89,131.07,83.86,124,59.79,157.98,111.32,129.53,82.23,98.8,122.03,167.75,52.26,116.03,62.84,153.6,109.81,127.97,199.89,82.08,77.17
2021,104.54,90.9,113.97,115.19,96.39,111.45,95.66,50.55,103.16,105.4,94.53,92.75,143.11,174.57,102.69,101.47,109.23,109.53,146.89,98.95,99.07,188.77,72.18,109.15,101.1,113.83,62.84,97.23,88.03,136.46,143.92,106.27,122.57,98.53,98.61,107.45,142.05,80.29,118.35,103.9,92.7,117.82,96.25,127.26,96.16,98.7,87.09,92.41,92.56,130.44,119.91,154.89,222.98,97.18,155.02,100.18,97.1,95.08,107.91,84.12,98.48,91.34,68.07,96.97,180.67,113.7,90.57,150.82,97.23,114.77,127.21,127.18,96.37,123.4,85.2,103.38,84.22,133.69,126.35,98.08,352.59,85.64,94.94,104.58,129.42,94.18,153.6,97.54,146.09,107.99,93.47,90.13,128.57,72.04,140.09,669.92,101.8,98.25,165.53,81.64,119.24,102.81,113.47,79.17,100.88,138.63,115.74,103.11,102.1,113.91,105.5,95.91,107.88,122.59,97.56,77.07,91.9,98.01,95.56,99.28,143.05,98.61,98.7,87.13,125.37,109.11,119.81,121.47,106.94,155.43,127.88,106.14,92.09,93.53,126.98,108.69,88.78,84.35,93.06,122.97,139.62,88.02,109.11,89.29,123.26,98.08,115.47,98.99,94.01,107.33,98.85,255.74,100.32,,100.89,108.64,103.3,112.84,73.8,143.83,83.98,118.65,53.21,152.1,115.36,125.74,83.99,98.98,120.01,163.11,51.54,111.42,98.95,150.13,114.17,120.08,199.16,90.25,78.67
2022,110.04,76.77,125.41,115.55,119.54,115.48,164.01,63.4,101.5,106.1,104.54,93.54,154.83,173.29,102.48,107.73,112.27,115.01,171.06,95.02,98.44,189.54,80.55,114.72,103.1,116.93,66.6,101.06,86.91,150.21,139.91,100,124.06,94.86,94.91,103.12,142.83,76.22,120.58,101.53,92.12,131.1,94.99,139.59,93.66,103.61,95.27,99.65,90.03,134.62,134.58,139.35,246.78,96.89,180.14,97.82,96.62,91.32,102.28,84.05,100.52,114.69,62.07,102.97,232.39,104.8,90.83,155.91,92.94,122.26,130.53,130.31,97,117.97,81.11,107.31,82.41,134.39,128.45,106.56,512.54,89.81,94.12,109.59,137.26,79.48,156.48,110.88,151.87,110.55,94.09,85.95,136.15,76.28,114.89,755.5,106.3,89.87,207.06,76.58,128.75,102.12,121.2,80.79,97.85,169.38,121.46,103.7,100.3,117,113.83,91.49,114.62,127.57,100.53,80.15,90.7,115.24,94.01,94.55,164.84,103.76,101.03,84.56,125.95,106.13,127.06,131.12,116.05,169.11,124.56,95.77,93.79,92.49,131.12,116.57,92.01,103.11,99.81,129.16,146.56,109.77,202.83,83.33,130.02,98.02,118.61,95.06,92.67,109.6,107.92,267.53,104.2,,97.56,102.31,99.59,112.84,81.98,171.23,84.64,128.95,50.37,154.48,114.68,134.52,87.25,105.08,132.62,179.78,55.55,120.94,145.57,163.05,119.31,126.37,274.19,88.76,107.35
